time	V(x)	V(z)	-V(yn)
1.725572863936355e+00	-1.026140e+00	3.707101e+00	-1.151497e-01
1.725572863951256e+00	-1.026140e+00	3.707101e+00	-1.151497e-01
1.725572863954981e+00	-1.026140e+00	3.707101e+00	-1.151497e-01
1.725572863962432e+00	-1.026140e+00	3.707101e+00	-1.151497e-01
1.725572863977333e+00	-1.026140e+00	3.707101e+00	-1.151497e-01
1.725572864007135e+00	-1.026140e+00	3.707101e+00	-1.151497e-01
1.725572864014586e+00	-1.026140e+00	3.707101e+00	-1.151497e-01
1.725572864029487e+00	-1.026140e+00	3.707101e+00	-1.151496e-01
1.725572864059290e+00	-1.026140e+00	3.707101e+00	-1.151496e-01
1.725572864118894e+00	-1.026140e+00	3.707101e+00	-1.151496e-01
1.725572864238103e+00	-1.026140e+00	3.707101e+00	-1.151496e-01
1.725572864267906e+00	-1.026140e+00	3.707101e+00	-1.151496e-01
1.725572864327510e+00	-1.026139e+00	3.707101e+00	-1.151496e-01
1.725572864446720e+00	-1.026139e+00	3.707101e+00	-1.151496e-01
1.725572864685138e+00	-1.026139e+00	3.707101e+00	-1.151496e-01
1.725572865161975e+00	-1.026139e+00	3.707101e+00	-1.151495e-01
1.725572866115650e+00	-1.026139e+00	3.707101e+00	-1.151494e-01
1.725572866354068e+00	-1.026139e+00	3.707101e+00	-1.151494e-01
1.725572866830906e+00	-1.026139e+00	3.707101e+00	-1.151494e-01
1.725572867784580e+00	-1.026139e+00	3.707101e+00	-1.151493e-01
1.725572867788305e+00	-1.026139e+00	3.707101e+00	-1.151493e-01
1.725572867795756e+00	-1.026139e+00	3.707101e+00	-1.151493e-01
1.725572867810657e+00	-1.026139e+00	3.707101e+00	-1.151493e-01
1.725572867814382e+00	-1.026139e+00	3.707101e+00	-1.151493e-01
1.725572867821833e+00	-1.026139e+00	3.707101e+00	-1.151493e-01
1.725572867836734e+00	-1.026139e+00	3.707101e+00	-1.151493e-01
1.725572867866536e+00	-1.026139e+00	3.707101e+00	-1.151493e-01
1.725572867926141e+00	-1.026139e+00	3.707100e+00	-1.151493e-01
1.725572868045350e+00	-1.026139e+00	3.707100e+00	-1.151493e-01
1.725572868049075e+00	-1.026139e+00	3.707100e+00	-1.151493e-01
1.725572868056526e+00	-1.026139e+00	3.707100e+00	-1.151493e-01
1.725572868058388e+00	-1.026139e+00	3.707100e+00	-1.151493e-01
1.725572868062114e+00	-1.026139e+00	3.707100e+00	-1.151493e-01
1.725572868069564e+00	-1.026139e+00	3.707100e+00	-1.151493e-01
1.725572868084465e+00	-1.026139e+00	3.707100e+00	-1.151493e-01
1.725572868114268e+00	-1.026139e+00	3.707100e+00	-1.151493e-01
1.725572868173872e+00	-1.026139e+00	3.707100e+00	-1.151493e-01
1.725572868293082e+00	-1.026139e+00	3.707100e+00	-1.151492e-01
1.725572868531500e+00	-1.026139e+00	3.707100e+00	-1.151492e-01
1.725572869008337e+00	-1.026139e+00	3.707100e+00	-1.151492e-01
1.725572869962012e+00	-1.026139e+00	3.707100e+00	-1.151491e-01
1.725572870200430e+00	-1.026139e+00	3.707100e+00	-1.151491e-01
1.725572870677268e+00	-1.026139e+00	3.707100e+00	-1.151490e-01
1.725572871630942e+00	-1.026139e+00	3.707100e+00	-1.151489e-01
1.725572873538290e+00	-1.026139e+00	3.707100e+00	-1.151487e-01
1.725572877352988e+00	-1.026138e+00	3.707100e+00	-1.151484e-01
1.725572884982382e+00	-1.026138e+00	3.707099e+00	-1.151476e-01
1.725572900241171e+00	-1.026136e+00	3.707098e+00	-1.151461e-01
1.725572930758749e+00	-1.026134e+00	3.707095e+00	-1.151432e-01
1.725572991793906e+00	-1.026128e+00	3.707089e+00	-1.151373e-01
1.725573113864218e+00	-1.026117e+00	3.707078e+00	-1.151255e-01
1.725573358004843e+00	-1.026095e+00	3.707056e+00	-1.151019e-01
1.725573846286093e+00	-1.026050e+00	3.707011e+00	-1.150546e-01
1.725574822848593e+00	-1.025961e+00	3.706922e+00	-1.149602e-01
1.725576775973593e+00	-1.025783e+00	3.706743e+00	-1.147714e-01
1.725580682223593e+00	-1.025427e+00	3.706385e+00	-1.143939e-01
1.725588494723593e+00	-1.024716e+00	3.705668e+00	-1.136398e-01
1.725604119723593e+00	-1.023292e+00	3.704234e+00	-1.121351e-01
1.725635369723593e+00	-1.020444e+00	3.701360e+00	-1.091391e-01
1.725697869723593e+00	-1.014748e+00	3.695588e+00	-1.032011e-01
1.725822869723593e+00	-1.003352e+00	3.683950e+00	-9.154050e-02
1.726072869723593e+00	-9.805608e-01	3.660330e+00	-6.907178e-02
1.726572869723593e+00	-9.350833e-01	3.611915e+00	-2.746704e-02
1.727572869723593e+00	-8.452802e-01	3.511851e+00	4.316748e-02
1.728572869723593e+00	-7.580352e-01	3.409460e+00	9.841916e-02
1.729572869723593e+00	-6.744741e-01	3.306877e+00	1.402988e-01
1.730572869723593e+00	-5.954198e-01	3.205632e+00	1.708946e-01
1.731572869723593e+00	-5.214216e-01	3.106750e+00	1.922319e-01
1.732572869723592e+00	-4.527903e-01	3.010858e+00	2.061832e-01
1.733572869723592e+00	-3.896389e-01	2.918285e+00	2.144180e-01
1.734572869723592e+00	-3.319209e-01	2.829152e+00	2.183839e-01
1.735572869723592e+00	-2.794670e-01	2.743435e+00	2.193074e-01
1.736572869723592e+00	-2.320171e-01	2.661028e+00	2.182076e-01
1.737572869723592e+00	-1.892477e-01	2.581775e+00	2.159173e-01
1.738572869723592e+00	-1.507944e-01	2.505497e+00	2.131070e-01
1.739572869723592e+00	-1.162704e-01	2.432018e+00	2.103091e-01
1.740572869723592e+00	-8.528042e-02	2.361164e+00	2.079414e-01
1.741572869723591e+00	-5.743141e-02	2.292782e+00	2.063280e-01
1.742572869723591e+00	-3.234054e-02	2.226732e+00	2.057187e-01
1.743572869723591e+00	-9.640368e-03	2.162895e+00	2.063049e-01
1.744572869723591e+00	1.101766e-02	2.101169e+00	2.082341e-01
1.745572869723591e+00	2.996144e-02	2.041470e+00	2.116216e-01
1.746572869723591e+00	4.749753e-02	1.983729e+00	2.165605e-01
1.746697869723591e+00	4.959389e-02	1.976662e+00	2.173029e-01
1.746947869723591e+00	5.375380e-02	1.962586e+00	2.188392e-01
1.747010369723591e+00	5.478168e-02	1.959089e+00	2.192427e-01
1.747135369723591e+00	5.682976e-02	1.952110e+00	2.200625e-01
1.747166619723591e+00	5.733892e-02	1.950371e+00	2.202724e-01
1.747174432223591e+00	5.746616e-02	1.949936e+00	2.203249e-01
1.747190057223591e+00	5.772051e-02	1.949067e+00	2.204303e-01
1.747221307223591e+00	5.822851e-02	1.947330e+00	2.206422e-01
1.747229119723591e+00	5.835534e-02	1.946896e+00	2.206955e-01
1.747244744723591e+00	5.860888e-02	1.946029e+00	2.208022e-01
1.747275994723591e+00	5.911528e-02	1.944295e+00	2.210170e-01
1.747338494723591e+00	6.012536e-02	1.940833e+00	2.214514e-01
1.747463494723591e+00	6.213492e-02	1.933931e+00	2.223401e-01
1.747713494723591e+00	6.611352e-02	1.920214e+00	2.241971e-01
1.748213494723591e+00	7.392333e-02	1.893128e+00	2.282337e-01
1.749213494723591e+00	8.906700e-02	1.840335e+00	2.376315e-01
1.750213494723591e+00	1.037502e-01	1.789371e+00	2.488508e-01
1.751213494723591e+00	1.181940e-01	1.740230e+00	2.619705e-01
1.752213494723591e+00	1.326063e-01	1.692921e+00	2.770786e-01
1.753213494723590e+00	1.471844e-01	1.647467e+00	2.942750e-01
1.754213494723590e+00	1.621166e-01	1.603906e+00	3.136735e-01
1.755213494723590e+00	1.775853e-01	1.562297e+00	3.354039e-01
1.756213494723590e+00	1.937683e-01	1.522714e+00	3.596128e-01
1.757213494723590e+00	2.108416e-01	1.485259e+00	3.864647e-01
1.758213494723590e+00	2.289807e-01	1.450058e+00	4.161420e-01
1.759213494723590e+00	2.483627e-01	1.417269e+00	4.488452e-01
1.759338494723590e+00	2.508913e-01	1.413367e+00	4.531797e-01
1.759588494723590e+00	2.559943e-01	1.405647e+00	4.619517e-01
1.759650994723590e+00	2.572874e-01	1.403748e+00	4.641835e-01
1.759666619723590e+00	2.576111e-01	1.403274e+00	4.647422e-01
1.759697869723590e+00	2.582591e-01	1.402327e+00	4.658614e-01
1.759760369723590e+00	2.595595e-01	1.400442e+00	4.681095e-01
1.759762322848590e+00	2.596003e-01	1.400383e+00	4.681800e-01
1.759766229098590e+00	2.596818e-01	1.400265e+00	4.683210e-01
1.759767205661090e+00	2.597021e-01	1.400236e+00	4.683562e-01
1.759769158786090e+00	2.597429e-01	1.400177e+00	4.684267e-01
1.759769647067340e+00	2.597531e-01	1.400163e+00	4.684444e-01
1.759769648974689e+00	2.597531e-01	1.400163e+00	4.684444e-01
1.759769652789386e+00	2.597532e-01	1.400162e+00	4.684446e-01
1.759769660418780e+00	2.597534e-01	1.400162e+00	4.684449e-01
1.759769662326129e+00	2.597534e-01	1.400162e+00	4.684449e-01
1.759769666140826e+00	2.597535e-01	1.400162e+00	4.684451e-01
1.759769673770221e+00	2.597536e-01	1.400162e+00	4.684453e-01
1.759769689029010e+00	2.597540e-01	1.400161e+00	4.684459e-01
1.759769719546588e+00	2.597546e-01	1.400160e+00	4.684470e-01
1.759769780581744e+00	2.597559e-01	1.400159e+00	4.684492e-01
1.759769902652057e+00	2.597584e-01	1.400155e+00	4.684536e-01
1.759770146792682e+00	2.597635e-01	1.400148e+00	4.684624e-01
1.759770635073932e+00	2.597737e-01	1.400133e+00	4.684801e-01
1.759771611636432e+00	2.597941e-01	1.400104e+00	4.685153e-01
1.759773564761432e+00	2.598349e-01	1.400045e+00	4.685858e-01
1.759777471011432e+00	2.599164e-01	1.399927e+00	4.687270e-01
1.759785283511432e+00	2.600796e-01	1.399693e+00	4.690093e-01
1.759800908511432e+00	2.604062e-01	1.399224e+00	4.695747e-01
1.759832158511432e+00	2.610606e-01	1.398289e+00	4.707080e-01
1.759894658511432e+00	2.623739e-01	1.396426e+00	4.729845e-01
1.760019658511432e+00	2.650187e-01	1.392733e+00	4.775772e-01
1.760269658511432e+00	2.703824e-01	1.385478e+00	4.869241e-01
1.760769658511432e+00	2.814174e-01	1.371510e+00	5.062771e-01
1.761769658511432e+00	3.048067e-01	1.345871e+00	5.477365e-01
1.762769658511431e+00	3.301007e-01	1.323545e+00	5.930556e-01
1.763769658511431e+00	3.574978e-01	1.304912e+00	6.424884e-01
1.764769658511431e+00	3.872012e-01	1.290422e+00	6.962849e-01
1.765769658511431e+00	4.194183e-01	1.280609e+00	7.546816e-01
1.766769658511431e+00	4.543577e-01	1.276099e+00	8.178862e-01
1.767769658511431e+00	4.922254e-01	1.277623e+00	8.860588e-01
1.768769658511431e+00	5.332202e-01	1.286022e+00	9.592876e-01
1.769769658511431e+00	5.775248e-01	1.302260e+00	1.037558e+00
1.770769658511431e+00	6.252968e-01	1.327423e+00	1.120711e+00
1.771769658511430e+00	6.766544e-01	1.362717e+00	1.208401e+00
1.772769658511430e+00	7.316600e-01	1.409451e+00	1.300034e+00
1.773769658511430e+00	7.902988e-01	1.469009e+00	1.394708e+00
1.774769658511430e+00	8.524532e-01	1.542799e+00	1.491143e+00
1.775769658511430e+00	9.178742e-01	1.632173e+00	1.587613e+00
1.776769658511430e+00	9.861474e-01	1.738321e+00	1.681884e+00
1.777769658511430e+00	1.056660e+00	1.862121e+00	1.771177e+00
1.778769658511430e+00	1.128565e+00	2.003965e+00	1.852168e+00
1.779769658511430e+00	1.200759e+00	2.163543e+00	1.921042e+00
1.780769658511429e+00	1.271861e+00	2.339628e+00	1.973630e+00
1.781769658511429e+00	1.340220e+00	2.529873e+00	2.005643e+00
1.782769658511429e+00	1.403943e+00	2.730675e+00	2.012999e+00
